name,ynb.growth,ynb.rank,old.plate,old.well,new.plate,new.well,vol
A09_63,16.7808867330888,714,A09,F3,BYxRM_eQTL_08,E2,5
A02_57,16.7846753744151,715,A02,E9,BYxRM_eQTL_08,H10,5
A08_29,16.7884553481782,716,A08,C5,BYxRM_eQTL_08,G5,5
A03_63,16.7930088922807,717,A03,F3,BYxRM_eQTL_08,C2,5
A06_28,16.7932912115809,718,A06,C4,BYxRM_eQTL_08,G12,5
A11_05,16.7976281272263,719,A11,A5,BYxRM_eQTL_08,A3,5
A06_06,16.7989835880814,720,A06,A6,BYxRM_eQTL_08,F5,5
A06_36,16.8003392860122,721,A06,C12,BYxRM_eQTL_08,C11,5
A04_34,16.8004632476037,722,A04,C10,BYxRM_eQTL_08,B11,5
A06_61,16.8058226677726,723,A06,F1,BYxRM_eQTL_08,F9,5
A08_08,16.80858933857,724,A08,A8,BYxRM_eQTL_08,B10,5
A02_87,16.8097752347447,725,A02,H3,BYxRM_eQTL_08,B8,5
A05_12,16.8127427599175,726,A05,A12,BYxRM_eQTL_08,D2,5
A01_92,16.8135553742395,727,A01,H8,BYxRM_eQTL_08,G2,5
A04_55,16.8193547576743,728,A04,E7,BYxRM_eQTL_08,B6,5
A05_32,16.8202323089998,729,A05,C8,BYxRM_eQTL_08,D8,5
A06_91,16.8204040980674,730,A06,H7,BYxRM_eQTL_08,H4,5
A08_40,16.8208927186022,731,A08,D4,BYxRM_eQTL_08,E5,5
A06_41,16.8216982564189,732,A06,D5,BYxRM_eQTL_08,B7,5
A10_11,16.8219925790475,733,A10,A11,BYxRM_eQTL_08,E4,5
A09_29,16.8225808095364,734,A09,C5,BYxRM_eQTL_08,E12,5
A04_76,16.8232805001042,735,A04,G4,BYxRM_eQTL_08,D12,5
A11_89,16.8239911981254,736,A11,H5,BYxRM_eQTL_08,F8,5
A04_60,16.82509796207,737,A04,E12,BYxRM_eQTL_08,F1,5
A09_45,16.8319451457269,738,A09,D9,BYxRM_eQTL_08,E8,5
A06_67,16.8329694771437,739,A06,F7,BYxRM_eQTL_08,D10,5
A02_81,16.8377150824491,740,A02,G9,BYxRM_eQTL_08,F2,5
A06_96,16.8442598117667,741,A06,H12,BYxRM_eQTL_08,F4,5
A06_76,16.8449601772678,742,A06,G4,BYxRM_eQTL_08,A2,5
A02_82,16.8527725707458,743,A02,G10,BYxRM_eQTL_08,A12,5
A08_22,16.8582282302014,744,A08,B10,BYxRM_eQTL_08,F3,5
A06_64,16.8585118662243,745,A06,F4,BYxRM_eQTL_08,G9,5
A02_88,16.8612066593418,746,A02,H4,BYxRM_eQTL_08,G3,5
A03_90,16.8674766314279,747,A03,H6,BYxRM_eQTL_08,A7,5
A05_72,16.868291826137,748,A05,F12,BYxRM_eQTL_08,D9,5
A07_72,16.8685432383317,749,A07,F12,BYxRM_eQTL_08,A11,5
A09_50,16.8697112466022,750,A09,E2,BYxRM_eQTL_08,D4,5
A08_94,16.870516087861,751,A08,H10,BYxRM_eQTL_08,D3,5
A11_91,16.8737515966725,752,A11,H7,BYxRM_eQTL_08,H9,5
A04_95,16.8765398251319,753,A04,H11,BYxRM_eQTL_08,H3,5
A04_32,16.8803655843977,754,A04,C8,BYxRM_eQTL_08,B5,5
A09_69,16.8820261753064,755,A09,F9,BYxRM_eQTL_08,A8,5
A07_69,16.8829373080257,756,A07,F9,BYxRM_eQTL_08,H11,5
A11_53,16.8867270636365,757,A11,E5,BYxRM_eQTL_08,E1,5
A11_27,16.887090595429,758,A11,C3,BYxRM_eQTL_08,B12,5
A04_19,16.8891169957025,759,A04,B7,BYxRM_eQTL_08,C12,5
A09_64,16.8901868622659,760,A09,F4,BYxRM_eQTL_08,H12,5
A06_31,16.892567852642,761,A06,C7,BYxRM_eQTL_08,H5,5
A02_43,16.8948827978923,762,A02,D7,BYxRM_eQTL_08,C4,5
A10_05,16.9024927024423,763,A10,A5,BYxRM_eQTL_08,B2,5
A05_21,16.904218738421,764,A05,B9,BYxRM_eQTL_08,H2,5
A05_90,16.9053075651365,765,A05,H6,BYxRM_eQTL_08,G6,5
A03_77,16.9072211114008,766,A03,G5,BYxRM_eQTL_08,B9,5
A07_55,16.913096901582,767,A07,E7,BYxRM_eQTL_08,H1,5
A03_39,16.9159754354498,768,A03,D3,BYxRM_eQTL_08,C9,5
