name,ynb.growth,ynb.rank,old.plate,old.well,new.plate,new.well,vol
A04_96,16.2718581794849,481,A04,H12,BYxRM_eQTL_06,D8,5
A06_34,16.2724053233685,482,A06,C10,BYxRM_eQTL_06,B4,5
A03_01,16.2785207701168,483,A03,A1,BYxRM_eQTL_06,H12,5
A11_16,16.2788521327618,484,A11,B4,BYxRM_eQTL_06,A11,5
A04_43,16.2827491507455,485,A04,D7,BYxRM_eQTL_06,B10,5
A06_03,16.2849869430284,486,A06,A3,BYxRM_eQTL_06,F10,5
A05_38,16.2858637186334,487,A05,D2,BYxRM_eQTL_06,G2,5
A11_64,16.2865406220737,488,A11,F4,BYxRM_eQTL_06,A7,5
A03_15,16.2890583689063,489,A03,B3,BYxRM_eQTL_06,E3,5
A01_37,16.2940192639007,490,A01,D1,BYxRM_eQTL_06,H3,5
A09_40,16.3020176202693,491,A09,D4,BYxRM_eQTL_06,A6,5
A01_14,16.3037188833489,492,A01,B2,BYxRM_eQTL_06,G7,5
A10_43,16.3070823150211,493,A10,D7,BYxRM_eQTL_06,F2,5
A10_66,16.3094729954733,494,A10,F6,BYxRM_eQTL_06,E9,5
A08_05,16.3113573454107,495,A08,A5,BYxRM_eQTL_06,E11,5
A09_80,16.3167574250459,496,A09,G8,BYxRM_eQTL_06,H1,5
A02_47,16.3195213935299,497,A02,D11,BYxRM_eQTL_06,D10,5
A11_54,16.3234206733083,498,A11,E6,BYxRM_eQTL_06,G5,5
A02_15,16.3235231626818,499,A02,B3,BYxRM_eQTL_06,G8,5
A09_65,16.3248774412333,500.5,A09,F5,BYxRM_eQTL_06,F5,5
A10_01,16.3248774412333,500.5,A10,A1,BYxRM_eQTL_06,H8,5
A03_03,16.3259517128209,502,A03,A3,BYxRM_eQTL_06,D7,5
A07_77,16.3260105628364,503,A07,G5,BYxRM_eQTL_06,C10,5
A01_40,16.3263178422073,504,A01,D4,BYxRM_eQTL_06,C1,5
A01_72,16.3269418317299,505,A01,F12,BYxRM_eQTL_06,C11,5
A07_46,16.3274190251133,506,A07,D10,BYxRM_eQTL_06,A1,5
A04_36,16.3290497943491,507,A04,C12,BYxRM_eQTL_06,H7,5
A08_88,16.3323290499585,508,A08,H4,BYxRM_eQTL_06,A10,5
A02_71,16.3329018185855,509,A02,F11,BYxRM_eQTL_06,D6,5
A09_02,16.3337518996664,510,A09,A2,BYxRM_eQTL_06,F12,5
A03_92,16.3352468683667,511,A03,H8,BYxRM_eQTL_06,A2,5
A06_79,16.3359980043146,512,A06,G7,BYxRM_eQTL_06,D12,5
A07_38,16.3392833550405,513,A07,D2,BYxRM_eQTL_06,G10,5
A07_23,16.3419877821312,514,A07,B11,BYxRM_eQTL_06,C6,5
A07_80,16.3427672413708,515,A07,G8,BYxRM_eQTL_06,A3,5
A03_68,16.3440614923032,516,A03,F8,BYxRM_eQTL_06,A9,5
A03_44,16.3449752169481,517,A03,D8,BYxRM_eQTL_06,A12,5
A04_23,16.3470309041208,518,A04,B11,BYxRM_eQTL_06,E5,5
A10_52,16.35105788202,519,A10,E4,BYxRM_eQTL_06,B9,5
A02_36,16.3538445533606,520,A02,C12,BYxRM_eQTL_06,E7,5
A02_26,16.3543607112919,521,A02,C2,BYxRM_eQTL_06,E1,5
A08_16,16.3555895068516,522,A08,B4,BYxRM_eQTL_06,B2,5
A08_71,16.3574104889667,523,A08,F11,BYxRM_eQTL_06,H2,5
A11_55,16.3582165354487,524,A11,E7,BYxRM_eQTL_06,E12,5
A11_58,16.3592848706466,525,A11,E10,BYxRM_eQTL_06,D5,5
A08_76,16.3606088156566,526,A08,G4,BYxRM_eQTL_06,F4,5
A10_15,16.3609202951588,527,A10,B3,BYxRM_eQTL_06,F8,5
A01_48,16.3610011871903,528,A01,D12,BYxRM_eQTL_06,E2,5
A07_93,16.3619192845395,529,A07,H9,BYxRM_eQTL_06,F11,5
A11_88,16.3624947125885,530,A11,H4,BYxRM_eQTL_06,E4,5
A11_52,16.3629531298531,531,A11,E4,BYxRM_eQTL_06,F1,5
A07_08,16.3656327771347,532,A07,A8,BYxRM_eQTL_06,C2,5
A01_41,16.3664216094236,533,A01,D5,BYxRM_eQTL_06,F7,5
A09_42,16.3683875495587,534,A09,D6,BYxRM_eQTL_06,B8,5
A09_22,16.3712504624753,535,A09,B10,BYxRM_eQTL_06,F9,5
A04_54,16.3804469946461,536,A04,E6,BYxRM_eQTL_06,A5,5
A04_04,16.3813257238925,537,A04,A4,BYxRM_eQTL_06,B3,5
A07_26,16.3814435075816,538,A07,C2,BYxRM_eQTL_06,B7,5
A02_33,16.3823388084703,539,A02,C9,BYxRM_eQTL_06,G1,5
A08_59,16.3846026842691,540,A08,E11,BYxRM_eQTL_06,H10,5
A08_67,16.38556997643,541,A08,F7,BYxRM_eQTL_06,C5,5
A02_55,16.3867635552383,542,A02,E7,BYxRM_eQTL_06,G12,5
A06_85,16.3892067943611,543,A06,H1,BYxRM_eQTL_06,B6,5
A03_20,16.3927805979985,544,A03,B8,BYxRM_eQTL_06,D1,5
A01_10,16.395439138143,545,A01,A10,BYxRM_eQTL_06,C8,5
A06_32,16.3966044969913,546,A06,C8,BYxRM_eQTL_06,G6,5
A03_16,16.3976366153958,547,A03,B4,BYxRM_eQTL_06,B5,5
A07_94,16.4062027574922,548,A07,H10,BYxRM_eQTL_06,E10,5
A10_51,16.4082122410517,549,A10,E3,BYxRM_eQTL_06,B1,5
A05_09,16.4190336088432,550,A05,A9,BYxRM_eQTL_06,F3,5
A09_12,16.4193597466399,551,A09,A12,BYxRM_eQTL_06,G4,5
A10_36,16.4207131167011,552,A10,C12,BYxRM_eQTL_06,H9,5
A03_51,16.4248715519537,553,A03,E3,BYxRM_eQTL_06,G11,5
A03_57,16.4279641556763,554,A03,E9,BYxRM_eQTL_06,C3,5
A06_80,16.4325074353728,555,A06,G8,BYxRM_eQTL_06,E6,5
A09_15,16.4339672739517,556,A09,B3,BYxRM_eQTL_06,D11,5
A08_23,16.4345645050372,557,A08,B11,BYxRM_eQTL_06,B12,5
A02_48,16.4404607575169,558,A02,D12,BYxRM_eQTL_06,H11,5
A01_17,16.4407418464751,559,A01,B5,BYxRM_eQTL_06,D4,5
A10_59,16.4438652736191,560,A10,E11,BYxRM_eQTL_06,B11,5
A02_16,16.4452607541371,561,A02,B4,BYxRM_eQTL_06,H4,5
A10_69,16.4500524136665,562,A10,F9,BYxRM_eQTL_06,H6,5
A11_71,16.451094463648,563,A11,F11,BYxRM_eQTL_06,G3,5
A04_37,16.4522733535917,564,A04,D1,BYxRM_eQTL_06,C9,5
A10_45,16.4531648061753,565,A10,D9,BYxRM_eQTL_06,G9,5
A09_36,16.453215544524,566,A09,C12,BYxRM_eQTL_06,D3,5
A11_72,16.4550966102178,567,A11,F12,BYxRM_eQTL_06,D9,5
A07_90,16.455404076044,568,A07,H6,BYxRM_eQTL_06,D2,5
A02_70,16.4557840484752,569,A02,F10,BYxRM_eQTL_06,H5,5
A05_49,16.4565924468261,570,A05,E1,BYxRM_eQTL_06,A4,5
A04_24,16.4567459336247,571,A04,B12,BYxRM_eQTL_06,C12,5
A07_50,16.4580298262568,572,A07,E2,BYxRM_eQTL_06,A8,5
A04_09,16.4585263823423,573,A04,A9,BYxRM_eQTL_06,C7,5
A08_19,16.4601481170073,574,A08,B7,BYxRM_eQTL_06,F6,5
A10_53,16.46199342461,575,A10,E5,BYxRM_eQTL_06,C4,5
