name,ynb.growth,ynb.rank,old.plate,old.well,new.plate,new.well,vol
A09_87,17.3683988840656,895,A09,H3,BYxRM_eQTL_10,H3,5
A04_65,17.369722757089,896,A04,F5,BYxRM_eQTL_10,D8,5
A02_50,17.3710267985506,897,A02,E2,BYxRM_eQTL_10,A12,5
A10_24,17.3742710652514,898,A10,B12,BYxRM_eQTL_10,G2,5
A02_93,17.3757382892544,899,A02,H9,BYxRM_eQTL_10,H5,5
A01_18,17.3812262629933,900,A01,B6,BYxRM_eQTL_10,C4,5
A04_12,17.3839621280262,901,A04,A12,BYxRM_eQTL_10,E12,5
A08_87,17.3965138813304,902,A08,H3,BYxRM_eQTL_10,D2,5
A08_77,17.4012391700514,903,A08,G5,BYxRM_eQTL_10,H8,5
A01_87,17.4045308783121,904,A01,H3,BYxRM_eQTL_10,D7,5
A03_32,17.4152342434485,905,A03,C8,BYxRM_eQTL_10,H2,5
A11_90,17.4183458185981,906,A11,H6,BYxRM_eQTL_10,C11,5
A04_85,17.4277558429064,907,A04,H1,BYxRM_eQTL_10,A6,5
A08_42,17.4290852198161,908,A08,D6,BYxRM_eQTL_10,A8,5
A02_32,17.429174626955,909,A02,C8,BYxRM_eQTL_10,C7,5
A07_49,17.4301525943104,910,A07,E1,BYxRM_eQTL_10,F12,5
A09_39,17.440140637112,911,A09,D3,BYxRM_eQTL_10,F3,5
A08_93,17.4431931043173,912,A08,H9,BYxRM_eQTL_10,H9,5
A01_27,17.4447996689189,913,A01,C3,BYxRM_eQTL_10,F10,5
A05_29,17.4475464251322,914,A05,C5,BYxRM_eQTL_10,H10,5
A08_34,17.4516754073095,915,A08,C10,BYxRM_eQTL_10,H12,5
A10_21,17.4539595576324,916,A10,B9,BYxRM_eQTL_10,G8,5
A01_30,17.4619166468405,917,A01,C6,BYxRM_eQTL_10,A3,5
A02_53,17.470360819277,918,A02,E5,BYxRM_eQTL_10,D6,5
A05_65,17.4711653319773,919,A05,F5,BYxRM_eQTL_10,E2,5
A01_89,17.4735934208043,920,A01,H5,BYxRM_eQTL_10,B1,5
A10_76,17.4763474936462,921,A10,G4,BYxRM_eQTL_10,B4,5
A01_65,17.4778489382606,922,A01,F5,BYxRM_eQTL_10,C8,5
A04_08,17.4785967079182,923,A04,A8,BYxRM_eQTL_10,E9,5
A09_30,17.4795391187225,924,A09,C6,BYxRM_eQTL_10,E1,5
A01_01,17.4801922838711,925,A01,A1,BYxRM_eQTL_10,H6,5
A01_93,17.4828898504087,926,A01,H9,BYxRM_eQTL_10,G1,5
A08_09,17.493967527023,927,A08,A9,BYxRM_eQTL_10,E11,5
A01_73,17.4979243257752,928,A01,G1,BYxRM_eQTL_10,A1,5
A01_47,17.5012453807366,929,A01,D11,BYxRM_eQTL_10,G11,5
A07_88,17.5141237494415,930,A07,H4,BYxRM_eQTL_10,A10,5
A08_35,17.5156755787497,931,A08,C11,BYxRM_eQTL_10,A11,5
A10_38,17.5352204054334,932,A10,D2,BYxRM_eQTL_10,E6,5
A09_44,17.5355590063228,933,A09,D8,BYxRM_eQTL_10,A4,5
A06_51,17.552577814994,934,A06,E3,BYxRM_eQTL_10,H11,5
A01_11,17.5542048368507,935,A01,A11,BYxRM_eQTL_10,F7,5
A07_95,17.5554078213865,936,A07,H11,BYxRM_eQTL_10,E3,5
A03_80,17.5708639138791,937,A03,G8,BYxRM_eQTL_10,G10,5
A01_34,17.5722061971547,938,A01,C10,BYxRM_eQTL_10,H7,5
A06_66,17.572998122586,939,A06,F6,BYxRM_eQTL_10,A5,5
A11_12,17.585756325823,940,A11,A12,BYxRM_eQTL_10,G6,5
A07_62,17.5882109301667,941,A07,F2,BYxRM_eQTL_10,E4,5
A09_75,17.589361439136,942,A09,G3,BYxRM_eQTL_10,D12,5
A04_07,17.5957061408111,943,A04,A7,BYxRM_eQTL_10,D5,5
A07_75,17.6001799245052,944,A07,G3,BYxRM_eQTL_10,G3,5
A06_20,17.6068160715563,945,A06,B8,BYxRM_eQTL_10,A7,5
A05_28,17.6073815335705,946,A05,C4,BYxRM_eQTL_10,B5,5
A04_01,17.6080764990855,947,A04,A1,BYxRM_eQTL_10,H4,5
A03_50,17.6084826678674,948,A03,E2,BYxRM_eQTL_10,B12,5
A02_03,17.6104341506115,949,A02,A3,BYxRM_eQTL_10,F11,5
A10_18,17.6105118043921,950,A10,B6,BYxRM_eQTL_10,B3,5
A10_55,17.6160994908324,951,A10,E7,BYxRM_eQTL_10,C1,5
A10_60,17.6166407939635,952,A10,E12,BYxRM_eQTL_10,B10,5
A05_24,17.62061314154,953,A05,B12,BYxRM_eQTL_10,F1,5
A11_32,17.6260044992284,954,A11,C8,BYxRM_eQTL_10,F8,5
A05_54,17.6298685101951,955,A05,E6,BYxRM_eQTL_10,E8,5
A09_61,17.6312675926708,956,A09,F1,BYxRM_eQTL_10,D11,5
A02_86,17.6320667204444,957,A02,H2,BYxRM_eQTL_10,F6,5
A04_41,17.6330647930841,958,A04,D5,BYxRM_eQTL_10,C6,5
A07_35,17.6391923785806,959,A07,C11,BYxRM_eQTL_10,E7,5
A05_82,17.6470443650307,960,A05,G10,BYxRM_eQTL_10,A2,5
