name,ynb.growth,ynb.rank,old.plate,old.well,new.plate,new.well,vol
A10_50,15.6265244487363,245,A10,E2,BYxRM_eQTL_03,H11,5
A10_77,15.6299205273482,246,A10,G5,BYxRM_eQTL_03,H4,5
A01_46,15.6301083750179,247,A01,D10,BYxRM_eQTL_03,H3,5
A06_24,15.6327015512768,248,A06,B12,BYxRM_eQTL_03,C10,5
A05_96,15.6343772828742,249,A05,H12,BYxRM_eQTL_03,B5,5
A04_94,15.6356253898708,250,A04,H10,BYxRM_eQTL_03,H12,5
A06_45,15.6369583724352,251,A06,D9,BYxRM_eQTL_03,A10,5
A08_78,15.6420174965689,252,A08,G6,BYxRM_eQTL_03,E6,5
A08_53,15.6433014569163,253,A08,E5,BYxRM_eQTL_03,D7,5
A10_86,15.6456094577519,254,A10,H2,BYxRM_eQTL_03,D9,5
A06_56,15.6475787504742,255,A06,E8,BYxRM_eQTL_03,E12,5
A01_62,15.6476782914743,256,A01,F2,BYxRM_eQTL_03,E9,5
A07_18,15.6488562585629,257,A07,B6,BYxRM_eQTL_03,A11,5
A11_60,15.6495313495245,258,A11,E12,BYxRM_eQTL_03,H5,5
A09_77,15.6497904112025,259,A09,G5,BYxRM_eQTL_03,A7,5
A02_68,15.6542494364986,260,A02,F8,BYxRM_eQTL_03,C6,5
A08_28,15.6592977202187,261,A08,C4,BYxRM_eQTL_03,C8,5
A02_12,15.6616803832225,262,A02,A12,BYxRM_eQTL_03,B4,5
A01_90,15.6629019328829,263,A01,H6,BYxRM_eQTL_03,A4,5
A05_95,15.6692075573546,264,A05,H11,BYxRM_eQTL_03,F1,5
A03_05,15.6704255926971,265,A03,A5,BYxRM_eQTL_03,D11,5
A10_58,15.6724658558207,266,A10,E10,BYxRM_eQTL_03,E11,5
A10_80,15.6780246888135,267,A10,G8,BYxRM_eQTL_03,C11,5
A03_69,15.6833671501592,268,A03,F9,BYxRM_eQTL_03,C9,5
A03_41,15.6836147856733,269,A03,D5,BYxRM_eQTL_03,F6,5
A05_23,15.6849742712674,270,A05,B11,BYxRM_eQTL_03,F4,5
A01_23,15.6856896016595,271,A01,B11,BYxRM_eQTL_03,E10,5
A11_93,15.6881101411296,272,A11,H9,BYxRM_eQTL_03,C3,5
A07_01,15.697136813801,273,A07,A1,BYxRM_eQTL_03,D10,5
A06_22,15.7033459660096,274,A06,B10,BYxRM_eQTL_03,H10,5
A04_64,15.7087850098229,275,A04,F4,BYxRM_eQTL_03,A9,5
A10_33,15.7119131916658,276,A10,C9,BYxRM_eQTL_03,G8,5
A11_26,15.712659087969,277,A11,C2,BYxRM_eQTL_03,F9,5
A06_05,15.7136586057791,278,A06,A5,BYxRM_eQTL_03,H1,5
A05_84,15.718880443501,279,A05,G12,BYxRM_eQTL_03,H8,5
A05_92,15.7196355340059,280,A05,H8,BYxRM_eQTL_03,D6,5
A06_65,15.7202466911965,281,A06,F5,BYxRM_eQTL_03,D3,5
A01_13,15.7207871725807,282,A01,B1,BYxRM_eQTL_03,B2,5
A03_58,15.7256904053217,283,A03,E10,BYxRM_eQTL_03,E2,5
A05_86,15.732911460404,284,A05,H2,BYxRM_eQTL_03,G12,5
A03_42,15.7359340990635,285,A03,D6,BYxRM_eQTL_03,F12,5
A02_80,15.745124807801,286,A02,G8,BYxRM_eQTL_03,E3,5
A08_74,15.7459344548815,287,A08,G2,BYxRM_eQTL_03,F8,5
A01_66,15.7489031262256,288,A01,F6,BYxRM_eQTL_03,G11,5
